idade,tipo de emprego,estado civil,educação,inadimplência,saldo (em euros),habitação,empréstimo,contato,dia,mês,duração (em segundos),campanha,pdias,anterior,presultado,y
53,aposentado,casado,secundário,não,665,sim,não,celular,22,abril,371,2,-1,0,desconhecido,sim
42,técnico,casado,secundário,não,994,sim,não,celular,11,agosto,149,1,78,5,falha,sim
45,administrador,casado,secundário,não,5346,sim,sim,desconhecido,21,outubro,187,1,-1,0,desconhecido,sim
31,operário,casado,secundário,não,1243,sim,não,desconhecido,21,maio,32,1,-1,0,desconhecido,não
32,administrador,casado,terciário,não,0,sim,não,desconhecido,5,maio,138,1,-1,0,desconhecido,não
36,operário,casado,secundário,não,2357,sim,não,desconhecido,17,junho,228,2,-1,0,desconhecido,não
56,aposentado,casado,secundário,não,1044,não,não,telefone,3,julho,353,2,-1,0,desconhecido,sim
46,administrador,casado,secundário,não,1069,sim,não,desconhecido,8,maio,45,2,-1,0,desconhecido,não
41,empregada doméstica,solteiro,secundário,não,231,não,não,celular,9,julho,76,2,-1,0,desconhecido,não
31,administrador,casado,secundário,não,0,sim,sim,desconhecido,6,maio,144,2,-1,0,desconhecido,não
32,técnico,casado,secundário,não,266,sim,não,celular,19,agosto,168,2,-1,0,desconhecido,não
38,gerente,casado,terciário,não,-70,sim,não,celular,30,janeiro,140,1,2,3,outro,não
49,aposentado,solteiro,primario,não,25824,não,não,desconhecido,17,junho,94,1,-1,0,desconhecido,não
46,gerente,solteiro,primario,não,538,não,não,desconhecido,17,junho,118,3,-1,0,desconhecido,não
29,técnico,solteiro,secundário,não,534,sim,não,celular,18,maio,382,1,-1,0,desconhecido,não
36,administrador,casado,desconhecido,não,2323,não,não,celular,19,novembro,111,1,-1,0,desconhecido,não
38,administrador,casado,secundário,não,1852,sim,não,celular,15,maio,298,2,-1,0,desconhecido,não
53,técnico,casado,secundário,não,2647,sim,não,desconhecido,30,maio,121,1,-1,0,desconhecido,não
43,gerente,casado,terciário,não,2767,sim,não,desconhecido,15,maio,317,7,-1,0,desconhecido,não
41,gerente,casado,terciário,não,176,sim,sim,desconhecido,5,maio,42,1,-1,0,desconhecido,não
42,gerente,solteiro,secundário,não,9720,não,não,celular,5,agosto,81,2,-1,0,desconhecido,não
55,operário,divorciado,secundário,não,1613,sim,não,celular,3,abril,296,1,270,3,falha,sim
39,administrador,divorciado,secundário,não,2903,sim,sim,telefone,25,julho,259,2,-1,0,desconhecido,não
30,administrador,solteiro,secundário,não,81,sim,não,celular,6,agosto,121,6,112,3,outro,não
41,operário,casado,secundário,não,780,sim,não,celular,15,maio,432,3,-1,0,desconhecido,não
44,desempregado,casado,terciário,não,178,não,não,celular,8,agosto,126,2,-1,0,desconhecido,não
58,gerente,casado,terciário,não,299,não,não,celular,16,julho,120,4,-1,0,desconhecido,não
35,aposentado,casado,primario,não,285,sim,não,celular,29,janeiro,136,1,-1,0,desconhecido,não
27,operário,casado,secundário,não,872,sim,não,celular,17,abril,1130,3,-1,0,desconhecido,não
34,serviços gerais,casado,secundário,não,1337,não,não,celular,17,dezembro,330,2,127,3,sucesso,sim
25,serviços gerais,casado,secundário,não,72,sim,não,celular,23,julho,305,2,-1,0,desconhecido,não
36,operário,casado,secundário,não,0,não,não,desconhecido,20,junho,332,3,-1,0,desconhecido,não
38,operário,casado,secundário,não,-388,sim,não,desconhecido,9,maio,412,1,-1,0,desconhecido,não
30,administrador,casado,secundário,não,11,sim,não,celular,11,maio,157,1,-1,0,desconhecido,não
47,operário,divorciado,secundário,sim,-535,sim,não,celular,30,julho,71,2,-1,0,desconhecido,não
41,serviços gerais,divorciado,secundário,não,787,sim,não,celular,8,maio,297,2,-1,0,desconhecido,não
36,gerente,solteiro,terciário,não,3343,não,não,celular,18,novembro,307,1,-1,0,desconhecido,não
63,empresário,casado,secundário,não,3904,não,não,telefone,4,agosto,250,2,187,2,sucesso,sim
23,gerente,solteiro,terciário,não,736,sim,não,celular,30,abril,119,1,-1,0,desconhecido,não
32,gerente,casado,terciário,não,1390,não,não,celular,7,agosto,116,2,-1,0,desconhecido,não
57,aposentado,casado,primario,não,808,não,não,telefone,7,julho,274,1,-1,0,desconhecido,não
48,gerente,casado,terciário,não,1147,não,não,celular,5,agosto,389,1,64,2,sucesso,sim
49,serviços gerais,casado,secundário,não,1122,não,não,celular,4,agosto,143,1,-1,0,desconhecido,não
50,técnico,casado,secundário,não,-568,sim,sim,desconhecido,28,maio,860,2,-1,0,desconhecido,não
33,operário,casado,primario,não,1165,sim,não,desconhecido,21,maio,420,2,-1,0,desconhecido,não
53,serviços gerais,divorciado,secundário,não,-905,sim,não,desconhecido,28,maio,213,1,-1,0,desconhecido,não
30,desempregado,casado,terciário,não,0,sim,não,celular,18,novembro,756,1,-1,0,desconhecido,não
38,técnico,casado,secundário,não,740,não,não,celular,7,agosto,259,3,-1,0,desconhecido,não
44,gerente,casado,secundário,não,8262,sim,não,celular,23,julho,201,16,-1,0,desconhecido,não
39,administrador,solteiro,secundário,não,14,sim,sim,desconhecido,13,maio,19,9,-1,0,desconhecido,não
45,técnico,solteiro,desconhecido,não,7108,sim,sim,celular,18,novembro,53,1,172,3,falha,não
36,operário,casado,secundário,não,1049,sim,não,celular,14,maio,224,4,-1,0,desconhecido,sim
38,operário,casado,secundário,não,0,sim,não,celular,13,maio,57,5,349,1,outro,não
36,empregada doméstica,casado,secundário,não,419,sim,não,desconhecido,30,maio,251,1,-1,0,desconhecido,não
30,gerente,solteiro,terciário,não,726,sim,não,celular,16,abril,39,1,342,3,falha,não
28,técnico,divorciado,terciário,não,594,sim,sim,desconhecido,18,junho,54,3,-1,0,desconhecido,não
26,desempregado,casado,terciário,não,454,sim,sim,desconhecido,23,maio,28,18,-1,0,desconhecido,não
54,desconhecido,casado,secundário,não,2206,não,não,celular,12,novembro,104,1,99,2,outro,sim
38,administrador,casado,terciário,não,1988,não,não,celular,27,março,164,2,130,2,falha,sim
32,técnico,solteiro,terciário,não,0,não,não,celular,7,agosto,268,2,-1,0,desconhecido,não
50,administrador,divorciado,secundário,não,202,não,sim,celular,17,novembro,148,1,-1,0,desconhecido,não
43,operário,casado,secundário,não,667,sim,não,desconhecido,7,maio,228,3,-1,0,desconhecido,não
48,administrador,casado,secundário,não,112,não,não,celular,18,agosto,139,5,-1,0,desconhecido,não
57,empregada doméstica,casado,primario,não,50,não,não,celular,18,agosto,89,3,-1,0,desconhecido,não
64,empregada doméstica,casado,primario,não,768,não,não,celular,15,julho,250,2,182,1,sucesso,não
26,serviços gerais,divorciado,secundário,não,74,sim,não,desconhecido,23,maio,106,6,-1,0,desconhecido,não
33,operário,casado,secundário,não,661,sim,não,celular,18,julho,968,1,-1,0,desconhecido,sim
50,autônomo,casado,secundário,não,3025,não,sim,celular,6,agosto,168,3,-1,0,desconhecido,não
47,autônomo,casado,terciário,não,751,não,não,celular,24,julho,408,14,-1,0,desconhecido,não
39,gerente,solteiro,terciário,não,416,não,não,celular,23,outubro,56,4,-1,0,desconhecido,não
52,serviços gerais,casado,primario,não,14,não,sim,celular,28,julho,55,5,-1,0,desconhecido,não
31,operário,solteiro,primario,não,-502,sim,não,desconhecido,29,maio,76,4,-1,0,desconhecido,não
50,operário,casado,primario,não,0,não,não,celular,11,agosto,72,5,-1,0,desconhecido,não
47,técnico,casado,secundário,não,599,sim,não,celular,13,agosto,99,3,-1,0,desconhecido,não
30,gerente,solteiro,terciário,não,-218,sim,não,celular,27,agosto,13,15,-1,0,desconhecido,não
32,técnico,solteiro,terciário,não,1012,não,não,celular,14,abril,178,1,-1,0,desconhecido,não
36,técnico,casado,secundário,não,300,não,não,desconhecido,9,junho,287,1,-1,0,desconhecido,não
46,técnico,casado,terciário,não,217,sim,não,celular,14,maio,141,1,346,2,outro,não
45,gerente,divorciado,terciário,não,2096,não,não,celular,21,novembro,127,1,100,2,falha,não
37,técnico,solteiro,secundário,não,0,não,não,celular,4,agosto,69,2,-1,0,desconhecido,não
58,empregada doméstica,casado,primario,não,5278,sim,não,desconhecido,4,junho,763,4,-1,0,desconhecido,não
59,gerente,casado,terciário,não,1831,não,não,celular,17,fevereiro,122,1,92,1,falha,não
28,gerente,casado,terciário,não,1480,sim,não,celular,18,maio,143,1,-1,0,desconhecido,não
48,gerente,casado,terciário,não,7289,sim,não,celular,2,fevereiro,316,3,-1,0,desconhecido,não
55,operário,casado,desconhecido,não,1665,não,não,telefone,30,julho,89,2,-1,0,desconhecido,não
37,operário,solteiro,primario,não,851,sim,não,celular,15,maio,151,1,352,1,falha,não
41,gerente,casado,terciário,não,2885,não,não,celular,19,novembro,40,1,-1,0,desconhecido,não
35,operário,casado,secundário,não,137,não,sim,desconhecido,4,outubro,5,1,808,12,falha,não
34,operário,solteiro,secundário,não,1239,sim,não,celular,18,julho,90,1,-1,0,desconhecido,não
43,gerente,solteiro,terciário,não,146,não,não,celular,21,novembro,50,1,113,5,outro,não
59,técnico,casado,secundário,não,1,não,não,celular,15,abril,159,2,378,3,falha,sim
50,operário,divorciado,primario,não,-10,não,sim,celular,10,julho,369,6,-1,0,desconhecido,não
37,técnico,casado,secundário,não,480,não,não,celular,22,outubro,344,2,182,8,outro,sim
35,técnico,casado,secundário,não,2789,sim,não,celular,4,setembro,256,2,94,1,falha,não
50,técnico,solteiro,secundário,não,3897,não,não,celular,26,outubro,298,1,-1,0,desconhecido,não
36,técnico,divorciado,secundário,não,487,não,sim,celular,11,agosto,268,3,-1,0,desconhecido,não
41,administrador,casado,secundário,não,5110,sim,não,celular,13,abril,231,1,-1,0,desconhecido,não
28,gerente,casado,terciário,não,318,sim,não,desconhecido,27,maio,4,4,-1,0,desconhecido,não
42,técnico,solteiro,terciário,não,-411,sim,não,celular,12,maio,78,5,292,3,falha,não
60,aposentado,casado,secundário,não,4820,não,não,desconhecido,5,junho,419,1,-1,0,desconhecido,não
28,gerente,solteiro,terciário,não,4937,sim,não,telefone,13,maio,421,3,-1,0,desconhecido,não
48,empresário,casado,secundário,não,725,não,sim,celular,10,julho,105,1,-1,0,desconhecido,não
51,empresário,casado,terciário,não,5403,não,não,desconhecido,6,junho,42,1,-1,0,desconhecido,não
32,técnico,casado,terciário,não,4089,não,não,celular,26,maio,114,7,287,3,falha,não
35,técnico,casado,terciário,não,188,não,não,celular,26,agosto,286,2,-1,0,desconhecido,não
37,técnico,casado,desconhecido,não,189,não,não,celular,1,outubro,238,1,107,2,sucesso,sim
38,operário,divorciado,secundário,não,2998,sim,não,desconhecido,11,junho,91,1,-1,0,desconhecido,não
77,aposentado,casado,secundário,não,610,não,não,celular,13,agosto,766,3,-1,0,desconhecido,não
32,gerente,solteiro,desconhecido,não,787,não,não,celular,28,janeiro,92,1,-1,0,desconhecido,não
43,técnico,divorciado,secundário,não,167,não,não,celular,4,agosto,211,3,-1,0,desconhecido,não
36,gerente,solteiro,terciário,não,243,sim,não,celular,7,maio,160,2,360,3,falha,não
29,gerente,casado,terciário,não,877,não,não,celular,3,fevereiro,166,3,-1,0,desconhecido,não
32,administrador,solteiro,secundário,não,2817,sim,não,celular,21,novembro,195,1,-1,0,desconhecido,não
41,gerente,divorciado,terciário,não,4567,sim,sim,celular,16,julho,106,1,-1,0,desconhecido,não
26,serviços gerais,solteiro,secundário,não,127,sim,sim,celular,23,julho,85,3,-1,0,desconhecido,não
34,operário,casado,primario,não,176,não,não,celular,24,julho,78,1,-1,0,desconhecido,não
57,aposentado,casado,terciário,não,0,sim,sim,desconhecido,28,maio,648,1,-1,0,desconhecido,sim
36,serviços gerais,solteiro,secundário,não,1482,sim,não,celular,18,novembro,177,2,174,1,outro,não
42,operário,casado,secundário,não,3052,sim,não,desconhecido,27,maio,32,1,-1,0,desconhecido,não
35,técnico,divorciado,secundário,não,56,não,não,celular,29,agosto,24,12,-1,0,desconhecido,não
52,empresário,divorciado,primario,não,278,sim,não,desconhecido,7,maio,688,2,-1,0,desconhecido,não
36,gerente,solteiro,terciário,não,3875,sim,não,desconhecido,27,maio,21,5,-1,0,desconhecido,não
46,técnico,casado,secundário,não,-337,sim,não,desconhecido,27,maio,112,1,-1,0,desconhecido,não
60,gerente,divorciado,terciário,não,366,não,não,celular,3,junho,593,1,-1,0,desconhecido,sim
57,empregada doméstica,casado,primario,não,501,sim,sim,celular,7,agosto,59,2,-1,0,desconhecido,não
48,gerente,casado,terciário,não,998,sim,não,celular,29,janeiro,121,3,-1,0,desconhecido,não
59,autônomo,casado,primario,não,0,sim,não,telefone,28,julho,97,2,-1,0,desconhecido,não
39,gerente,casado,terciário,não,246,não,não,celular,11,agosto,86,2,-1,0,desconhecido,não
44,operário,casado,secundário,não,-182,sim,sim,celular,14,maio,10,10,-1,0,desconhecido,não
27,gerente,solteiro,terciário,não,446,não,não,celular,23,junho,205,3,-1,0,desconhecido,não
59,aposentado,casado,secundário,não,1173,não,não,desconhecido,9,junho,77,2,-1,0,desconhecido,não
36,técnico,divorciado,secundário,não,5957,sim,não,celular,18,novembro,138,2,-1,0,desconhecido,não
44,administrador,casado,secundário,não,205,não,não,celular,3,novembro,289,1,-1,0,desconhecido,sim
50,administrador,casado,secundário,não,0,não,não,celular,4,agosto,86,4,-1,0,desconhecido,não
41,gerente,divorciado,terciário,não,369,sim,não,telefone,22,agosto,9,3,-1,0,desconhecido,não
47,administrador,casado,secundário,não,1934,não,sim,celular,14,maio,225,1,364,1,falha,não
32,técnico,solteiro,terciário,não,259,não,não,celular,22,julho,407,4,-1,0,desconhecido,não
38,operário,casado,secundário,não,284,sim,sim,desconhecido,3,junho,1030,6,-1,0,desconhecido,não
55,operário,casado,desconhecido,não,23,não,não,celular,13,agosto,123,2,-1,0,desconhecido,não
38,gerente,solteiro,terciário,não,1373,não,não,celular,22,outubro,119,4,-1,0,desconhecido,não
31,gerente,solteiro,terciário,não,62,sim,não,celular,18,maio,175,1,293,5,falha,não
38,operário,divorciado,secundário,não,157,não,não,desconhecido,9,junho,299,5,-1,0,desconhecido,não
29,desempregado,solteiro,terciário,não,991,não,não,celular,5,fevereiro,563,1,-1,0,desconhecido,não
55,serviços gerais,casado,secundário,não,186,sim,sim,desconhecido,9,maio,241,1,-1,0,desconhecido,não
35,desempregado,casado,secundário,não,977,sim,não,celular,4,maio,52,4,91,1,outro,não
40,autônomo,solteiro,terciário,não,2893,não,não,celular,2,junho,76,3,-1,0,desconhecido,não
34,operário,casado,secundário,não,1897,sim,sim,celular,19,novembro,441,1,-1,0,desconhecido,não
32,técnico,solteiro,terciário,não,5514,não,não,celular,22,abril,319,1,182,1,sucesso,sim
33,operário,casado,secundário,não,889,sim,não,desconhecido,18,setembro,13,1,373,6,sucesso,não
33,gerente,casado,terciário,não,273,sim,não,desconhecido,16,maio,803,1,-1,0,desconhecido,sim
37,administrador,casado,secundário,não,1193,não,não,celular,12,maio,396,2,-1,0,desconhecido,não
58,gerente,casado,terciário,não,2729,não,não,desconhecido,18,junho,188,1,-1,0,desconhecido,não
36,administrador,solteiro,secundário,não,0,não,não,celular,20,abril,637,1,-1,0,desconhecido,não
42,operário,casado,secundário,não,230,sim,não,desconhecido,5,junho,175,7,-1,0,desconhecido,não
34,técnico,solteiro,secundário,não,2729,sim,não,celular,6,abril,945,1,139,1,sucesso,não
35,gerente,casado,terciário,não,317,sim,não,desconhecido,23,maio,162,3,-1,0,desconhecido,não
60,empregada doméstica,casado,primario,não,517,não,não,desconhecido,12,junho,1178,3,-1,0,desconhecido,não
50,gerente,casado,terciário,não,-470,sim,não,celular,8,maio,506,2,170,3,falha,não
28,autônomo,solteiro,terciário,não,4579,não,não,celular,12,janeiro,409,2,-1,0,desconhecido,sim
27,operário,divorciado,secundário,não,1,sim,não,celular,14,julho,116,3,-1,0,desconhecido,não
37,gerente,casado,terciário,não,5106,não,não,celular,30,abril,244,1,-1,0,desconhecido,sim
31,técnico,casado,terciário,não,636,sim,não,celular,4,maio,352,4,-1,0,desconhecido,sim
34,serviços gerais,casado,secundário,não,1076,não,não,celular,12,maio,152,1,182,6,sucesso,sim
38,gerente,casado,terciário,não,126,sim,não,desconhecido,21,maio,164,2,-1,0,desconhecido,não
32,autônomo,casado,secundário,não,-33,sim,não,desconhecido,28,maio,234,3,-1,0,desconhecido,não
37,técnico,casado,secundário,não,430,não,não,celular,27,agosto,154,4,-1,0,desconhecido,não
33,administrador,casado,secundário,não,-6,sim,não,desconhecido,7,maio,566,2,-1,0,desconhecido,não
71,técnico,casado,terciário,não,383,não,não,celular,27,outubro,327,2,183,3,sucesso,não
27,técnico,casado,secundário,não,130,sim,não,celular,7,maio,265,3,-1,0,desconhecido,não
38,operário,casado,primario,não,2569,não,não,desconhecido,9,junho,172,1,-1,0,desconhecido,não
34,técnico,solteiro,secundário,não,201,não,não,celular,22,julho,257,2,-1,0,desconhecido,não
54,aposentado,divorciado,terciário,não,0,não,não,desconhecido,13,maio,618,1,-1,0,desconhecido,sim
30,operário,casado,secundário,não,6,sim,não,celular,28,janeiro,241,3,-1,0,desconhecido,não
35,empresário,solteiro,secundário,não,475,não,sim,celular,21,julho,936,4,-1,0,desconhecido,não
33,operário,solteiro,secundário,não,706,sim,não,celular,7,abril,329,1,322,1,falha,não
36,gerente,casado,secundário,não,1825,sim,não,celular,14,maio,24,1,346,1,falha,não
59,autônomo,casado,terciário,não,185,não,não,celular,22,junho,177,5,138,1,falha,não
